Year Month,State,Countym,Industry,Suspicious Activity,Regulator,Relationship,Product,Instrument,Count
2012 October,New York,"New York County, NY",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New York,"New York County, NY",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,12
2012 October,New York,"New York County, NY",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,New York,"New York County, NY",Depository Institution,Check,OCC,Other,Other,U.S. Currency,1
2012 October,New York,"New York County, NY",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,New York,"New York County, NY",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,4
2012 October,New York,"New York County, NY",Depository Institution,Credit/Debit Card,OCC,Other,Other,U.S. Currency,1
2012 October,New York,"New York County, NY",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,3
2012 October,New York,"New York County, NY",Depository Institution,Forgeries,OCC,Other,Other,Personal/Business Check,1
2012 October,New York,"New York County, NY",Depository Institution,Identity Theft,OCC,Other,Other,U.S. Currency,1
2012 October,New York,"New York County, NY",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,2
2012 October,New York,"Oneida County, NY",Depository Institution,Multiple Transactions Below Ctr Threshold,NCUA,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 October,New York,"Oneida County, NY",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 October,New York,"Rockland County, NY",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,New York,"Rockland County, NY",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,New York,"Suffolk County, NY",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Suffolk County, NY",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,New York,"Westchester County, NY",Depository Institution,Account Takeover,OCC,Other,Other,Funds Transfer,1
2012 October,New York,"Westchester County, NY",Depository Institution,ACH,OCC,Other,Other,Funds Transfer,1
2012 October,New York,"Westchester County, NY",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New York,"Westchester County, NY",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,New York,"Westchester County, NY",Depository Institution,Check,OCC,Other,Other,Funds Transfer,1
2012 October,New York,"Westchester County, NY",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,New York,"Westchester County, NY",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,3
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,Elder Financial Exploitation,NCUA,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,Forgeries,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,Other Fraud (Type),NCUA,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 October,North Carolina,"Cumberland County, NC",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 October,North Carolina,"Davidson County, NC",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,North Carolina,"Durham County, NC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,North Carolina,"Durham County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Durham County, NC",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Forsyth County, NC",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,North Carolina,"Gaston County, NC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Gaston County, NC",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,North Carolina,"Gaston County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Guilford County, NC",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,North Carolina,"Guilford County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,North Carolina,"Hertford County, NC",Depository Institution,Check,OCC,Customer,Other,U.S. Currency,1
2012 October,North Carolina,"Hertford County, NC",Depository Institution,Forgeries,OCC,Customer,Other,U.S. Currency,1
2012 October,North Carolina,"Lenoir County, NC",Depository Institution,Check,OCC,Other,Other,U.S. Currency,1
2012 October,North Carolina,"Lenoir County, NC",Depository Institution,Other Other Suspicious Activities,OCC,Other,Other,U.S. Currency,1
2012 October,North Carolina,"Mecklenburg County, NC",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,North Carolina,"Mecklenburg County, NC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,4
2012 October,North Carolina,"Mecklenburg County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,North Carolina,"Mecklenburg County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Mecklenburg County, NC",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,U.S. Currency,1
2012 October,North Carolina,"Mecklenburg County, NC",Depository Institution,Provided Questionable or False Documentation,OCC,Employee,Other,U.S. Currency,1
2012 October,North Carolina,"Pitt County, NC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,North Carolina,"Pitt County, NC",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,North Carolina,"Pitt County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Pitt County, NC",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 October,North Carolina,"Pitt County, NC",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Wake County, NC",Depository Institution,ACH,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,North Carolina,"Wake County, NC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,North Carolina,"Wake County, NC",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,North Dakota,"Williams County, ND",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,North Dakota,"Williams County, ND",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,North Dakota,"Williams County, ND",Depository Institution,Suspicious Concerning the Physical Condition of Funds,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,North Dakota,"Williams County, ND",Depository Institution,Suspicious Concerning the Physical Condition of Funds,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,North Dakota,"Williams County, ND",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,North Dakota,"Williams County, ND",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,Ohio,"Defiance County, OH",Depository Institution,Other Fraud (Type),NCUA,Customer,Debit Card,Personal/Business Check,1
2012 October,Ohio,"Defiance County, OH",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Debit Card,Personal/Business Check,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Check,OCC,Other,Other,Money Orders,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Identity Theft,OCC,Other,Other,Money Orders,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Identity Theft,OCC,Other,Other,Personal/Business Check,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Mail,OCC,Other,Other,Money Orders,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Mail,OCC,Other,Other,Personal/Business Check,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Suspicious Use of Noncash Monetary Instruments,OCC,Other,Other,Money Orders,1
2012 October,Ohio,"Franklin County, OH",Depository Institution,Suspicious Use of Noncash Monetary Instruments,OCC,Other,Other,Personal/Business Check,1
2012 October,Ohio,"Mercer County, OH",Depository Institution,Credit/Debit Card,NCUA,Customer,Debit Card,Personal/Business Check,1
2012 October,Ohio,"Mercer County, OH",Depository Institution,Credit/Debit Card,NCUA,Customer,Debit Card,U.S. Currency,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Account Takeover,NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Account Takeover,NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Other Fraud (Type),NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Other Fraud (Type),NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Other Mortgage Fraud,NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Other Mortgage Fraud,NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Suspicious EFT/Wire Transfers,NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Suspicious EFT/Wire Transfers,NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Suspicious Use of Multiple Locations,NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Suspicious Use of Multiple Locations,NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Two or More Individuals Working Together,NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Two or More Individuals Working Together,NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Wire Transfer,NCUA,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 October,Ohio,"Montgomery County, OH",Depository Institution,Wire Transfer,NCUA,Customer,Residential Mortgage,Funds Transfer,1
2012 October,Ohio,"Van Wert County, OH",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Other,U.S. Currency,1
2012 October,Ohio,"Van Wert County, OH",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Other,U.S. Currency,1
2012 October,Ohio,"Van Wert County, OH",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Other,U.S. Currency,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Check,FRB,Customer,Other,Personal/Business Check,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Check,FRB,Customer,Other,U.S. Currency,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Check,FRB,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Other Fraud (Type),FRB,Customer,Other,Personal/Business Check,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Other Fraud (Type),FRB,Customer,Other,U.S. Currency,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Other Fraud (Type),FRB,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Suspicious Use of Multiple Locations,FRB,Customer,Other,Personal/Business Check,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Suspicious Use of Multiple Locations,FRB,Customer,Other,U.S. Currency,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Two or More Individuals Working Together,FRB,Customer,Other,Personal/Business Check,1
2012 October,Oklahoma,"Cleveland County, OK",Depository Institution,Two or More Individuals Working Together,FRB,Customer,Other,U.S. Currency,1
